task_id,cells
f_3c5035bf9bf5d3abe216,"[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0], [6, 4], [7, 0]]"
f_a49c4602260710e1ead2,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [3, 0], [3, 1]]"
f_9d95f97e36bd35d7e888,"[[13, 0], [13, 1], [13, 3], [14, 0], [14, 1]]"
f_e0d1c9ed50ba29ecb3e9,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [3, 0], [3, 2], [4, 3], [10, 3], [13, 3]]"
f_12da77820cebcd88d459,"[[10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [12, 0]]"
f_1821009f4eee18a01db3,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [6, 0], [6, 1], [6, 2]]"
f_109ec8d4a2c898b4c8de,"[[1, 0], [2, 0], [2, 1], [2, 2]]"
f_7b4309fb8461744ebe70,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_1d288d451f8b9d47e217,"[[2, 0], [2, 1], [2, 13], [3, 0], [3, 1], [3, 13]]"
f_80710d4be92d4ea06691,"[[2, 3], [4, 3]]"
f_f4a209ac004d442accd7,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]]"
f_56a13dc808655ecc0cf2,"[[12, 0], [13, 1]]"
f_81a25e9eff502b39f7a2,"[[25, 3], [26, 1], [26, 3]]"
f_eb2ab00639f30a4a97f2,"[[1, 1], [1, 2], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 1], [7, 2], [8, 1], [8, 2]]"
f_e6f894dd160ff4053d9c,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0], [6, 1]]"
f_f6d4a15e4a80263e9b6b,"[[1, 0], [2, 0], [2, 1], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2], [9, 0], [10, 0]]"
f_fd1c82214c450ac95d8d,"[[1, 0], [1, 1], [1, 2]]"
f_f7c981b72e7083e4ef7f,"[[4, 1], [4, 2], [4, 3], [5, 1], [5, 3], [6, 0], [6, 1], [9, 1], [9, 3], [11, 1]]"
f_ba4b0467fa727d77e564,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_04983dd98689a9d56ee4,"[[26, 0], [27, 0], [28, 0], [28, 1], [28, 2]]"
f_5fd49fcdfbd06815f7d1,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1]]"
f_74e57301bd7e7a3da24d,"[[6, 0], [7, 0], [7, 1], [7, 2], [7, 3], [7, 4]]"
f_171549ea388c8cc42da2,"[[3, 0], [3, 1], [3, 2], [4, 1], [4, 2]]"
f_db001be04180ba103d0f,"[[2, 0], [3, 0], [4, 0], [4, 1], [4, 2], [4, 3], [4, 11], [5, 0], [6, 0]]"
f_ea960cf9761bc2cb048f,"[[1, 0], [2, 0], [3, 0], [3, 3], [3, 4], [4, 0], [5, 0], [5, 1], [5, 3], [5, 4], [6, 0], [6, 1], [6, 3], [6, 4]]"
f_87022277d4b6ae83509e,"[[23, 0], [23, 1], [23, 3], [24, 0], [24, 1], [24, 2], [24, 3], [24, 4], [25, 0]]"
f_ba5e217c9e8d275490f6,"[[11, 0], [11, 1], [11, 3], [14, 0], [14, 1], [14, 3], [15, 0], [15, 1], [15, 3]]"
f_8ed46882f1eae2158617,"[[6, 0], [6, 1], [6, 2], [11, 0], [11, 1], [11, 2], [11, 3]]"
f_1b2aef482c83a9912edb,"[[13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [17, 11]]"
f_97c390135b810a3d5287,"[[2, 0], [2, 2], [2, 3]]"
f_a353d1daf9d9347dca7d,"[[7, 0], [7, 1], [7, 2], [7, 3], [10, 0], [10, 2], [10, 3]]"
f_f1a12607b0a3ea2ca268,"[[2, 1], [2, 2], [3, 1], [3, 2], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 1], [6, 2]]"
f_b14742dc2fdd2edd1138,"[[9, 0], [9, 1], [9, 3], [10, 0], [10, 1], [10, 3], [10, 5], [11, 0], [12, 0], [13, 0]]"
f_33f5b133397332a723a2,"[[2, 0], [3, 0], [3, 1], [3, 2], [4, 0]]"
f_9c34ad4c6b910194dfbe,"[[18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [22, 1], [22, 11], [23, 0], [24, 0], [24, 1], [24, 2]]"
f_f68d83aa8b585d90220d,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_d3aabd14656e41eeeb01,"[[19, 0], [20, 0], [21, 0], [22, 0], [22, 1], [22, 3], [22, 4], [23, 0], [23, 1], [23, 3], [23, 4], [24, 0], [25, 0]]"
f_0ab7b2cc3313ebea0f6e,"[[1, 0], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_c837290ef5aa773c02b8,"[[1, 0], [1, 2], [2, 0], [2, 2], [3, 0], [3, 2]]"
f_379e2416fa6449785a86,"[[1, 0], [1, 3], [7, 3]]"
f_ed581e52bd07476b8e6b,"[[12, 0], [13, 0], [13, 1], [13, 2], [13, 3]]"
f_6db1035e5b58fe3d7330,"[[2, 0], [2, 4], [2, 5], [4, 0], [4, 4], [4, 5]]"
f_fe84b47e42ab4ea0d1ab,"[[3, 1], [4, 1], [5, 1], [6, 0], [6, 1], [6, 3], [11, 0], [11, 3], [12, 0], [12, 3]]"
f_da3a5aafcd3ad8db9ce0,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [3, 1], [3, 2], [3, 3]]"
f_7c31b73a45b979ed0409,"[[2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4]]"
f_3872cc2e11a88f5d1c50,"[[1, 0], [2, 0], [2, 1], [2, 2]]"
f_600d3194e659ae85406d,"[[11, 0], [12, 0], [12, 1], [12, 2], [13, 0], [14, 0]]"
f_04c919a59b5741785fe3,"[[6, 13], [7, 13], [8, 0], [8, 1], [8, 13], [9, 0], [9, 13], [10, 0], [10, 13], [11, 0]]"
f_a0d5e312514d63ffdf33,"[[3, 1], [3, 9], [4, 0], [4, 1], [4, 9], [5, 1]]"
f_6c1578c3462f4aee4422,"[[1, 1], [1, 2], [7, 3]]"
f_d8922674994451826c68,"[[1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [4, 2], [5, 2]]"
f_4b881d7fc37e98002c89,"[[7, 0], [7, 1], [7, 2], [8, 0], [8, 1]]"
f_320df5e70670d10f654d,"[[6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 3], [12, 4]]"
f_2a02b2527f1fe6ca36f0,"[[1, 1], [1, 2], [2, 1], [2, 3]]"
f_bcd7a0435db61ea1513f,"[[3, 0], [3, 1], [3, 3], [4, 0], [7, 1], [7, 3]]"
f_0c56841a002b5ba28349,"[[1, 1], [1, 2], [1, 3], [1, 4], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [8, 2], [8, 3], [8, 4], [9, 1], [9, 2], [9, 3], [9, 4]]"
f_315bde06f009cce69e42,"[[4, 1], [5, 1], [6, 0], [6, 1], [6, 2], [7, 1]]"
f_69a8fb6c1ddabd08cf85,"[[13, 0], [13, 1], [14, 1], [14, 2]]"
f_4692ca9ca6f7d06450ea,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 4]]"
f_8a3e976fec33bca9cd0b,"[[2, 3], [3, 0], [3, 3], [3, 4]]"
f_26a8620a28ea5e0a7a02,"[[5, 3], [6, 0], [6, 3]]"
f_8c5f89b268b2569117af,"[[0, 1], [0, 2], [0, 3], [0, 4]]"
f_75065c6a5409bb336d51,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1]]"
f_f639ddc4d92d10f28a50,"[[22, 0], [23, 0], [23, 1], [23, 3], [23, 5]]"
f_81fc3be02eb8aab5504c,"[[3, 2], [3, 3], [3, 4], [4, 2], [4, 3], [4, 4]]"
f_0862dd6799e97c1c417b,"[[5, 0], [6, 0], [6, 1], [6, 2], [7, 0], [8, 0], [9, 0]]"
f_e9408dfb6c1dee844543,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_6150ef8c432d4481a811,"[[7, 3], [8, 3]]"
f_a4ddd8a58cf817b91701,"[[2, 1], [3, 1], [4, 1]]"
f_092e3da5f00dde16a5f8,"[[14, 0], [14, 6], [15, 0], [15, 6], [16, 0], [16, 5], [16, 6], [17, 0], [17, 5], [17, 6], [18, 0], [18, 5], [18, 6], [19, 6], [20, 6], [21, 6], [22, 6]]"
f_b6102529bb90adbd3c78,"[[1, 0], [1, 3], [1, 5], [2, 0], [2, 3], [2, 5]]"
f_feff65878e0fd8bad319,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1], [7, 2]]"
f_479832d6d7c973ab1288,"[[2, 1], [2, 2], [3, 1], [3, 2]]"
f_f6845b1420ab2c908b2f,"[[9, 1], [9, 5], [12, 1], [12, 5]]"
f_332c62b29cf367cbf7bf,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 1]]"
f_b5ae41ac5e60d6378e0e,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [4, 4]]"
f_72c2fcf7da862a236f33,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_f14168e81b576ec93fba,"[[1, 0], [1, 1], [1, 3], [31, 0], [31, 1], [31, 3]]"
f_b5381ef3a2e60f53192d,"[[1, 0], [1, 2], [1, 3], [2, 0], [2, 2], [2, 3], [3, 0], [3, 2], [3, 3], [4, 0], [4, 2], [4, 3]]"
f_1ff67eaca070cdb40037,"[[2, 0], [2, 1], [2, 5], [3, 0], [3, 1], [5, 0], [5, 1], [6, 0], [6, 1], [8, 0], [8, 1]]"
f_73c9eb978fcc45f39563,"[[3, 0], [4, 0], [4, 1], [4, 4]]"
f_d8ddf67a980cf829aae3,"[[2, 1], [3, 1], [3, 2], [4, 1]]"
f_42af58347e9f72984ddd,"[[2, 0], [3, 0], [3, 1], [4, 0]]"
f_64417bf3c31f66b62933,"[[3, 0], [3, 1], [3, 2], [4, 0], [7, 0], [7, 1], [7, 2], [8, 0]]"
f_f6c532a5a2be4aa80947,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_7d7ee7bdf1527bf4977d,"[[5, 1], [5, 4], [6, 0], [6, 1], [6, 4], [7, 4]]"
f_cc59a69cbfce38acd975,"[[9, 1], [10, 0], [10, 1], [10, 3]]"
f_2792e6d17ca2f1583e82,"[[2, 1], [3, 0], [3, 1], [4, 1]]"
f_40330d6d7cb2b1b78bee,"[[25, 0], [25, 1], [25, 2], [25, 16], [26, 0], [26, 1], [26, 2], [26, 16], [27, 1], [27, 16]]"
f_4d6f8efb47a67ca978e7,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1]]"
f_812deff8fd5343af01b3,"[[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [11, 1], [11, 2]]"
f_bd228571679d444a05a5,"[[4, 0], [4, 1], [4, 2], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [14, 1], [14, 2], [15, 0], [16, 0], [17, 0]]"
f_0cdf8dee76702e1cf442,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [31, 2]]"
f_f00f8281e9f59ee73297,"[[11, 1], [11, 2], [11, 3], [19, 1], [19, 2], [20, 0], [20, 1], [20, 2], [20, 3], [24, 1], [24, 2], [24, 3], [29, 1], [29, 2], [29, 3]]"
f_2e9867bde8549c927a7b,"[[2, 0], [2, 2], [3, 0], [3, 2], [4, 0], [4, 2], [5, 0], [5, 2], [6, 0], [6, 2], [7, 0], [7, 2], [8, 0], [8, 2], [9, 0], [9, 2], [10, 0], [10, 2], [11, 0], [11, 2], [12, 0], [12, 2], [13, 0], [13, 2], [14, 0], [14, 2], [15, 0], [15, 2], [16, 0], [16, 2], [17, 0], [17, 2], [18, 0], [18, 2], [19, 0], [19, 4]]"
f_06aeb3417030cfce0bef,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]"
f_80d730d97e8429a5fe87,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_672999eb56efd3cb87cd,"[[4, 0], [5, 0], [6, 0], [6, 1], [6, 3]]"
f_9bce0589bcec0d61324e,"[[15, 0], [15, 2], [15, 5], [31, 0], [31, 1], [31, 2], [31, 3], [31, 4], [31, 5]]"
f_f94413fbc742b9135642,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 6]]"
f_1760cf6ef67203dcb8af,"[[6, 0], [6, 1], [6, 3], [8, 0], [8, 1], [8, 3], [9, 0], [9, 1], [9, 3]]"
f_e53918337a61a8359b0f,"[[2, 0], [2, 2], [3, 0], [3, 2]]"
f_e2944b8e992f83e6b2fb,"[[13, 0], [13, 1]]"
f_4856d5cd31907e70a75e,"[[2, 0], [2, 1], [2, 2], [31, 0], [31, 1], [31, 2], [31, 3], [31, 4], [31, 5], [31, 6]]"
f_ef33c117623cba581b8b,"[[5, 1], [6, 0], [6, 1], [6, 2], [7, 1], [7, 2], [8, 1], [9, 2], [10, 2], [11, 2], [12, 0], [12, 1], [12, 2], [14, 0], [14, 1], [14, 2], [15, 1], [15, 2], [16, 1], [16, 2], [17, 1], [17, 2]]"
f_eb177f322ffd0736208b,"[[6, 0], [6, 1], [6, 2], [6, 3], [10, 0], [10, 1], [10, 2], [10, 3], [24, 0], [24, 1], [24, 2], [24, 3]]"
f_e4a4b3977839f7d037bb,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [8, 2], [8, 3]]"
f_4a67bf1b15e1ef2e69ad,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [4, 0], [5, 0]]"
f_66d238e53f7e42fcdf62,"[[2, 2], [2, 3], [2, 4], [2, 5], [4, 2], [4, 3], [4, 4], [4, 5], [5, 0], [5, 2], [5, 3], [5, 4], [6, 0], [6, 2], [6, 3], [6, 4]]"
f_1feb452a4ed8ffb4afaf,"[[1, 1], [1, 2], [2, 1], [2, 2], [3, 3], [3, 4]]"
f_cc56f44c5ba0c9ea3a23,"[[4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [8, 0]]"
f_097e1ac1a83421d2e2c8,"[[2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_cb8e9cefa7def5a50446,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 4], [3, 1], [3, 2]]"
f_6f0e6adc36c1b00c4432,"[[1, 1], [1, 2], [1, 3], [1, 6], [2, 1], [2, 3], [2, 6], [3, 1], [3, 3], [3, 6], [4, 1], [4, 3], [4, 6]]"
f_efd044fad1d4d313a7ae,"[[1, 6], [2, 6], [3, 6], [4, 2], [4, 3], [4, 4], [4, 6], [5, 6], [6, 6]]"
f_56872607aeb9a1d11ddb,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [17, 2], [17, 3]]"
f_b1719a01948a863ab111,"[[1, 1], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_5d4ab9efcb4c475f86cf,"[[12, 0], [12, 1], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [20, 2], [20, 3]]"
f_f75bb2ca423f6b574a43,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_b42cf237fab43e3dd4d9,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 3], [6, 4], [6, 6], [6, 8], [6, 9]]"
f_18514fca37832884129f,"[[1, 1], [1, 2], [2, 1], [3, 1]]"
f_1a3eb1cea74015618648,"[[14, 0], [15, 1]]"
f_3892a8ada50301a5e329,"[[3, 0], [3, 1], [3, 3], [4, 0], [4, 1], [4, 3], [5, 0], [5, 1], [5, 3]]"
f_cf39f705c7a5476c240d,"[[2, 3], [2, 4], [3, 3], [3, 4]]"
f_971249ae51abd7fc961a,"[[1, 2], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_5c9ba955042453aa2a81,"[[8, 0], [8, 3], [8, 4], [9, 0], [9, 3], [9, 4], [10, 0], [10, 3], [10, 4], [11, 3]]"
f_88043e54440f7d5ec17e,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [14, 0], [14, 1], [15, 0], [15, 1], [16, 0], [16, 1], [17, 0], [17, 1], [18, 0], [18, 1], [19, 0], [19, 1], [20, 0], [20, 1], [21, 0], [21, 1], [22, 0], [22, 1], [23, 0], [23, 1], [24, 0], [24, 1], [25, 0], [25, 1], [26, 0], [26, 1], [27, 0], [27, 1], [29, 0], [29, 1], [31, 2]]"
f_93fbd8600a1a857f500e,"[[1, 3], [1, 4], [2, 3], [2, 4], [3, 3], [3, 4], [4, 3], [4, 4]]"
f_da34a0ce07905a52c69b,"[[6, 0], [7, 0], [7, 1], [7, 2], [8, 0], [9, 0]]"
f_36e36ba46ff054bf1f2c,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_92090850719d6a64a195,"[[1, 0], [1, 1], [1, 2], [4, 0], [4, 1], [4, 2]]"
f_687f297e93e087a573d0,"[[1, 0], [1, 1], [1, 3], [2, 0], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [6, 0]]"
f_2e1b17db6acd968b12a8,"[[1, 2], [2, 2], [3, 2], [4, 2], [5, 0], [5, 1], [5, 2], [6, 1]]"
f_65660c9d2c191b605733,"[[1, 2], [2, 0], [2, 1], [2, 2], [3, 2]]"
f_31fb77512134c6fcdb56,"[[6, 0], [6, 2], [7, 0], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2], [9, 0]]"
f_9007b7cb44ebdda724e3,"[[3, 1], [4, 1], [4, 3], [4, 4]]"
f_69d6fbc4135d39308cdf,"[[6, 0], [6, 1], [6, 2], [8, 0], [8, 1], [8, 2]]"
f_ac4934574c364bf0d1f2,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 1], [13, 0], [13, 1], [14, 0], [14, 1], [15, 0], [15, 1], [16, 0], [16, 1], [17, 0], [17, 1], [18, 0], [18, 1], [19, 2]]"
f_9fb9acbd7c2c9f2c64f1,"[[5, 0], [5, 1], [5, 2], [5, 3]]"
f_5b1c1ee92b96beec2f96,"[[3, 0], [3, 1], [3, 2], [3, 3], [6, 0], [6, 1], [6, 2], [6, 3]]"
f_e73803dd39f9541b3b96,"[[2, 1], [2, 2], [4, 1], [4, 2]]"
f_8664ad2f65a73da33d1a,"[[7, 1], [7, 3], [15, 1], [15, 3], [17, 0], [17, 1], [17, 3], [18, 0], [18, 1], [18, 3], [20, 0], [20, 1], [20, 3], [21, 0], [21, 1], [21, 3]]"
f_a74f362508a3ed0dfc87,"[[1, 0], [2, 0], [2, 1], [2, 3], [2, 4]]"
f_4f650e614fa271a02bb0,"[[11, 0], [11, 1], [11, 2], [11, 3]]"
f_7739c57300ffddce5089,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 3], [24, 4], [24, 5], [24, 6], [24, 7]]"
f_43c7fbe7e1bc7acff71c,"[[4, 1], [4, 4], [5, 1], [5, 4], [6, 1], [6, 4], [7, 1], [7, 4]]"
f_98305e089d9194188278,"[[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_4fd075e49cfa446354a5,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_8fdccfe8709bd4a5d2f5,"[[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [14, 1], [14, 2], [15, 0]]"
f_0bfe3744ba5494558cb5,"[[1, 3], [2, 3], [3, 1], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3], [7, 1], [7, 2], [7, 3], [8, 3]]"
f_a82500a73ca0aef95a3e,"[[4, 3], [4, 5], [4, 6], [5, 3], [5, 4], [5, 5], [5, 6]]"
f_4814c7858dfb721c91d3,"[[1, 1], [1, 5], [2, 1], [2, 5]]"
f_6f01785db7a05a3af3ca,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 5]]"
f_4e422df85667721f5fd9,"[[10, 1], [10, 2], [11, 1], [11, 2], [12, 1], [12, 2]]"
f_b47af5f2f3c16dcbc799,"[[1, 0], [1, 1], [1, 3], [2, 0], [2, 1], [2, 3]]"
f_8293c827965d101bf720,"[[1, 0], [1, 1], [1, 2], [5, 0], [5, 1], [5, 2]]"
f_392989bc7b9b6ce6357c,"[[1, 0], [1, 1], [1, 4], [2, 0], [2, 4], [3, 0], [3, 4], [4, 0], [4, 4], [5, 0], [5, 4], [6, 0], [6, 4], [7, 0], [7, 4], [8, 0], [8, 4], [9, 0], [9, 4], [10, 0], [10, 4], [11, 0], [11, 4], [12, 0], [12, 4], [13, 0], [13, 4], [14, 0], [14, 4], [15, 0], [15, 4], [16, 0], [16, 1], [16, 4]]"
f_7cfa6d29b1efd6a300f4,"[[8, 0], [9, 0], [10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [11, 2], [12, 0], [13, 0], [15, 1], [15, 2]]"
f_31b71ad2aba12788ef71,"[[7, 0], [7, 1], [7, 3], [7, 4], [8, 0], [8, 1], [8, 3], [8, 4], [9, 0], [9, 1], [9, 3], [9, 4], [10, 0], [10, 1], [10, 3], [10, 4]]"
f_579cc0db01c2c5c40101,"[[11, 0], [11, 1], [11, 2], [12, 0], [13, 0], [13, 1], [13, 2], [14, 2]]"
f_fc5cec0c795cfa6e4b9b,"[[1, 0], [1, 1], [1, 2], [1, 5], [5, 0], [5, 5]]"
f_ece42c79d197c93beba5,"[[1, 2], [7, 3]]"
f_b6ea2eb44af0ea33ba22,"[[5, 0], [5, 1], [5, 3], [5, 4], [6, 0], [6, 1], [6, 3], [6, 4], [7, 0], [7, 1], [7, 3], [7, 4], [8, 0], [8, 1], [8, 3], [8, 4], [9, 0], [9, 1], [9, 3], [9, 4]]"
f_77b3f9d6c54a21de40c0,"[[8, 0], [8, 1], [9, 0], [9, 1], [9, 3]]"
f_a356ce2898320463d663,"[[2, 0], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [14, 2], [15, 2], [16, 2], [17, 2], [18, 2], [19, 2], [20, 2], [21, 2], [22, 2], [23, 2], [24, 2], [25, 2], [26, 2], [27, 2], [28, 2], [29, 0], [29, 1], [29, 2]]"
f_7d5719aebeb369649271,"[[8, 0], [8, 1], [8, 2], [10, 0], [10, 1], [10, 2]]"
f_c90c7e0b9a67e8f91d33,"[[2, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [11, 3], [11, 4]]"
f_071409b8c1fb6237b70d,"[[6, 0], [6, 2], [6, 3], [6, 4], [7, 0]]"
f_9b68f0ca55b2244ae62a,"[[14, 1], [14, 2], [15, 0], [15, 1], [15, 2], [15, 4]]"
f_e35cb879e73825f2e8f5,"[[1, 2], [1, 4], [1, 5], [2, 4]]"
f_4e7b782519074ffef4d3,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0]]"
f_ce787361a9fe7100e121,"[[18, 0], [19, 0], [19, 1], [19, 3], [19, 4]]"
f_d416e8c82606dada5cdd,"[[11, 1], [12, 1], [13, 1], [14, 1], [14, 3]]"
f_845ee809c29e4f3c6934,"[[8, 0], [9, 0], [9, 1], [9, 3], [9, 4], [9, 5]]"
f_4a73b8f4aac9cdbb6621,"[[14, 1], [14, 2], [14, 3], [15, 1], [15, 2], [15, 3]]"
f_b30b6a045daadd77cab1,"[[1, 1], [1, 2], [2, 1], [2, 2], [17, 3]]"
f_85c03ea1173736df77ba,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_c421186c421fcb5353cb,"[[1, 4], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]]"
f_b7b0a092749c18f8f1a1,"[[7, 1], [7, 2], [8, 0], [8, 1], [8, 2]]"
f_84a7ed3c14f4236e8ae8,"[[2, 0], [2, 1], [2, 2], [16, 1], [16, 2], [16, 3]]"
f_b16f80e314134825600f,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [17, 1], [17, 2], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0]]"
f_fc9d5b8fd26ba1e417a5,"[[1, 0], [1, 1], [1, 5], [1, 6]]"
f_f538e6e21a2228c5a53c,"[[2, 0], [3, 0], [3, 3]]"
f_dd5d0bd08008d0e951f5,"[[2, 0], [2, 1], [2, 2], [5, 0], [5, 1], [5, 2], [6, 1], [6, 2]]"
f_9a818d1bd27395fc39bc,"[[1, 0], [1, 1], [1, 2]]"
f_c17296699a1a5799f60c,"[[4, 1], [5, 1], [6, 1], [7, 1], [7, 2], [7, 4], [8, 1]]"
f_2583990df436da0eda98,"[[2, 0], [2, 1], [2, 2], [15, 0], [15, 1], [15, 2], [16, 1], [16, 2]]"
f_791eafb2580f433f8a3f,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1], [7, 2], [8, 0], [8, 2], [9, 0], [9, 2], [10, 0], [10, 2], [11, 0], [11, 2], [12, 0]]"
f_4634e10e67bcf8b3cb4d,"[[2, 5], [2, 6], [2, 8], [4, 6]]"
f_8c391795abe39c6ec5a8,"[[2, 0], [2, 3], [3, 0], [3, 1], [3, 3]]"
f_1f1041fc7f4887555a5e,"[[4, 0], [4, 4], [4, 5], [4, 6], [5, 0], [5, 4], [5, 5], [5, 6], [6, 0], [6, 4], [6, 5], [6, 6], [7, 0], [7, 4], [7, 5], [7, 6], [8, 0], [8, 4], [8, 5], [8, 6]]"
